ID,Timestamp (DD/MM/YY H:M:S),Tweet URL,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined (MM/YYYY),Following,Followers,Location,Context,Tweet,Tweet Translated,Tweet Type,Date Posted (DD/MM/YY H:M:S),Screenshot,Content Type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,"No. of Days since Philippines Joined the COVAX Facility (Jul 24, 2020)","No. of Days since FDA Approved the First COVID-19 Vaccine (Dec 11, 2020)","No. of Days since Arrival of First Batch of COVID-19 Vaccine Doses Committed by the COVAX Facility (Mar 04, 2021)","No. of Days since First Detected Cases of Omicron Variant in the Philippines (Aug 02, 2022)",Mentioned or Referenced COVID-19 Vaccine Brand,Mentioned or Referenced Other Vaccine/Drugs,Peddled Medical Adverse Side Effect,Distrust in Vaccine Development,"Racial, Religious, Cultural, Economic, or Socio-Political Keywords",Oppressive Keywords,Reviewer,Review
27-26,31/03/2023 0:45,https://twitter.com/YolandaQueens/status/1481524809246785541,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaxx, sakit, COVID",@YolandaQueens,"Y O L A N D A
",None,Anonymous,Mar-18,774,45,Philippines,Economic,"Kaya Pala Doc pinatigil ang counting sa mga cities NG counting NG vaxx and unvaxx cases kc lumalabas na Mas mdming fully vaxx na nagka sakit 😂

My tinatago ba? Ayaw Malaman ang totoo???
O Mali kc ang pangako na protektado pag na vaccine na..","Doc, so that's why they stopped the tallying OF counting OF vaxx and unvaxx cases because it turns out that more fully vaxx who get the virus int the cities 😂

Are they hiding something? Don't want to know the truth???
Or the promise to be protected when vaccinated is fraudulent..",Reply,13/01/2022 15:13,,Emotional,4,1,0,,,FALSE,"COVID-19 vaccines are tested and proven to prevent contracting the virus.  There is no guarantee that the individual will no longer be infected but the symptoms are mitigated. Vaccines do not contain the live virus that may cause COVID.

[https://www.nfid.org/infectious-diseases/frequently-asked-questions-about-covid-19-vaccines/]",Lacks account bio and is not identifiable.,538,398,315,-201,None,None,COVID ITSELF,YES; Other Conspiracy,Doc,None,,
27-27,31/03/2023 1:09,https://twitter.com/k4ats/status/1522474196357378048,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","efficacy, sakit, vaccine",@k4ats,klk,None,Anonymous,Dec-10,840,284,Philippines,Health,"@piacayetano
Mam my twitter account po kayo nakikita niyo naman po siguro sa ibang bansa Maraming namatay at nagkasakit ng dahil sa vaccine dapat din po ba natin gawin yun sa ating mga kababayan? Ang Pfizer data po naglabas ng efficacy nila na 12% for 2weeks then after 1% efficacy","@piacayetano
Mam, you have my twitter account, maybe you see it in other countries. Many people died and got sick because of the vaccine, should we do the same to our countrymen? The Pfizer data released their efficacy of 12% for 2weeks then after 1% efficacy",Reply,06/05/2022 15:11,,Rational,0,0,0,,,FALSE,"There are rare instances of deaths after getting COVID-19 vaccine, which only apply to individuals who have pre-existing medical conditions. Furthermore, Pfizer's vaccine has a higher efficacy rate than what is being claimed by the tweet.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",Lacks account bio and is not identifiable.,651,511,428,-88,Pfizer,None,"DEATH, INEFFICIENCY",YES; Other Conspiracy,"ibang bansa, Pia Cayetano, countrymen",None,,
27-28,31/03/2023 1:21,https://twitter.com/KimIverest/status/1486013351251836929,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, mRNA, deadly, vax",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Health,"DR. ROBERT MALONE, inventor of mRNA, WORLD'S TOP VACCINOLOGIST / scientist call for a HALT to coercive & forced vax. Mass vax will cause more deadly mutations of covid virus plus vaccines have deadly side effects

@sofiatomacruz
 
@maracepeda
 
@mariaressa

https://t.co/YF11zal8HR",,URL,26/01/2022 0:29,,"Rational, Transactional",0,0,0,,,FAKE,"The main reference linked in the tweet was already debunked by other fact-checking institutions.

[https://www.washingtonpost.com/health/2022/01/24/robert-malone-vaccine-misinformation-rogan-mandates/]

As per another article, Robert Malone is a doctor and researcher who falsely claims that he invented mRNA and was discredited for decades.

[https://www.nytimes.com/2022/04/03/technology/robert-malone-covid.html]",,551,411,328,-188,None,None,"DEATH, OTHER AILMENT dangerous-side-effects-from-virus-mutation",YES; Other Conspiracy,World's Top Vaccinologist,None,,
27-29,31/03/2023 1:36,https://twitter.com/NestorBAguilar5/status/1605951055312756742,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","bakuna, injection, patay, bio",@NestorBAguilar5,Nestor B. Aguilar,Truth Seeker,Identified,Apr-22,2618,1092,Philippines,Socio-political,"@DOHgovph
Tanga hindi yan bakuna, ang covid-19 injection ay bioweapon/poison at naka mamatay. Na ang tawag ni Digong--ng ay Berus.👍👍👍👍    ","@DOHgovph
Stupid, that's not a vaccine, the covid-19 injection is a bioweapon/poison and can kill. That Digong--ng's name is Berus.👍👍👍👍    ",Reply,22/12/2022 23:39,,Emotional,0,0,0,,16,FAKE,"The tweet's claim that vaccines are bioweapons is baseless. Additionally, while there are rare instances of deaths after getting COVID-19 vaccine, these only apply to individuals who have pre-existing medical conditions.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",Text bio is inadequate but the account is identifiable through personal posts and photos.,881,741,658,142,None,None,"DEATH, POISONING",YES; Vaccine Content,"DOH, Digong",tanga,,
27-30,31/03/2023 2:28,https://twitter.com/k4ats/status/1489522781117366274,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","astra, pfizer, moderna, stop",@k4ats,klk,None,Anonymous,Dec-10,840,284,Philippines,None,"Like what PFIZER ,MODERNA,ASTRAZENICA IS DOING TO PEOPLE it is having everyone by killing them it is not safe for human what it should be called is ""KILLER DRUGS"" stop mandating. ""STOP JAB""",,Reply,04/02/2022 16:54,,Emotional,0,0,0,,,FALSE,"While there are rare instances of deaths after getting COVID-19 vaccine, these only apply to individuals who have pre-existing medical conditions and is not caused by the vaccines themselves.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",Lacks account bio and is not identifiable.,560,420,337,-179,Multiple,None,DEATH,YES; Other Conspiracy,None,None,,
27-31,31/03/2023 2:46,https://twitter.com/FighterNids/status/1605934039445168132,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","omicron, patay, bakuna",@FighterNids,nids fighter,None,Anonymous,Dec-22,53,8,Philippines,Racial,"fake news,pananakot na naman the truth rally is over china because  of covid restriction and now china  no more scanning qr code..at ang namamatay ngayon na tumataas ay dahil sa bakuna at hindi sa sinabi niyong omnicron na fake news","fake news, intimidation again, the truth is the rally is over in china because of covid restriction and now china does not implement scanning qr code anymore.. and the death rate is increasing now because of the vaccine and not the omnicron, that is fake news",Reply,22/12/2022 22:31,,"Rational, Emotional",0,0,0,,7,FALSE,"The surge of COVID cases in China during the time of the tweet's posting was not due to the ""inefficacy"" of vaccines. It was because the country relaxed its COVID testing and quarantine policies nationwide.

[https://www.aljazeera.com/news/2022/12/31/share-data-who-again-tells-china-during-covid-surge-talks]",Lacks account bio and is not identifiable.,881,741,658,142,None,None,"DEATH, INEFFICIENCY",YES; Other Conspiracy,China,fake news,,
27-32,31/03/2023 3:59,https://twitter.com/KimIverest/status/1476174372314353667,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","covid, delta, omicron, vaccine",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Culture-based,"@rowena_guanzon and  @COMELEC
Vax dont prevent infection. Vaccinated can still get covid & die--delta or omicron variant. 

The immune people fr covid r those who got sick fr it. It's one & done - World's top medical doctor Peter McCollough said. 

Therefore vsccines dont prevent transmission and infection.","@rowena_guanzon and  @COMELEC
Vax dont prevent infection. Vaccinated can still get covid & die--delta or omicron variant. 

The immune people from covid are those who got sick from it. It's one & done - World's top medical doctor Peter McCollough said. 

Therefore vaccines dont prevent transmission and infection.",Reply,09/12/2021 20:52,,Rational,1,0,0,,,FALSE,"Being fully-vaccinated doesn't mean you'll no longer get the virus. In fact, it is still possible for you to get positive although you'll only experience mild symptoms and it doesn;t imply that the vaccine is not effective.

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]",,503,363,280,-236,None,None,"DEATH, INEFFICIENCY",YES; Other Conspiracy,"COMELEC, Rowena Guanzon",None,,
27-33,31/03/2023 13:54,https://twitter.com/christusrex_est/status/1601004388021317632,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","bakuna, COVID, lason",@christusrex_est,freethinker,"Freedom of speech, freedom of thought 🕊Pronouns : nor/mal",Anonymous,Jul-20,58,3,Philippines,None,"Dude it’s time to stop being ignorant. Panahon na para magsalita laban sa lason, este, covid bakuna","Dude it's time to stop being ignorant. It's time to speak out against poison, I mean, covid vaccines",Reply,09/12/2022 8:02,,Emotional,3,0,0,,,FALSE,"COVID-19 vaccines passed rigorous clinical trials and are not poisonous to humans.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",,868,728,645,129,None,None,POISONING,YES; Other Conspiracy,None,ignorant,,
27-34,31/03/2023 13:55,https://twitter.com/rahnLloydilisc1/status/1605351861430931456,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","bakuna, COVID, China",@rahnLloydilisc1,rahn Lloyd iliscupidez,"Admin Staff 
@AllcardInc
",Identified,Oct-22,394,24,Philippines,Racial,Grabe sa China Mahinang Klase ang Bakuna nila Kya Tumataas ang Kaso ng COVID dun Magingat po tau. #Magpabooster.,"It's bad in China, their vaccine is poor quality, and the cases of COVID are increasing there, be careful. #Magpabooster .",Reply,21/12/2022 7:58,,"Rational, Emotional",1,0,0,,60,INACCURATE,"The surge of COVID cases in China during the time of the tweet's posting was not due to the ""poor quality"" of their vaccines. It was because the country relaxed its COVID testing and quarantine policies nationwide.

[https://www.aljazeera.com/news/2022/12/31/share-data-who-again-tells-china-during-covid-surge-talks]",,880,740,657,141,None,None,INEFFICIENCY,YES; Vaccine Trials,China,None,,
27-35,31/03/2023 14:14,https://twitter.com/KimIverest/status/1476765443872665602,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, COVID, death",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Anonymous,Nov-21,35,6,Philippines,Economic,"@WHO
Stop your foolish FAKE NEWS! Many vaccinated have already from covid. There are more than 45,000 vaccine deaths and 935,000 vaccine injuries that you, WHO, is part of these crimes of genocide! Stop fooling humanity! 

@rapplerdotcom
 
@UNCHRSS
 
@inquirerdotnet",,Reply,31/12/2021 12:01,,"Rational, Emotional",2,0,1,,,FAKE,"Statistics from this tweet is baseless. There are rare instances of deaths after getting COVID-19 vaccine, which only apply to individuals who have pre-existing medical conditions and are not caused by the vaccine itself.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",,525,385,302,-214,None,None,"DEATH, OTHER AILMENT injuries",YES; Vaccine Distribution,"WHO, Rappler, UNCHRSS, Philippine Daily Inquirer","foolish, genocide",,
27-36,31/03/2023 14:14,https://twitter.com/4Setta/status/1604987590637387777,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, infect, vacc, patay",@4Setta,: 🪬 4Barbelo,All things bright & beautiful!💋,Anonymous,Sep-10,418,117,Philippines,Economic,Protection? Bakit na infect pa din yong mga bakunado at nakaka infect pa din sila? Show statistics ng vacc and unvacc sa mga newly infected at sa mga namatay. Clean stats not rigged.,Protection? Why are the vaccinated still infected and are they still infected? Show statistics of vacc and unvacc among the newly infected and those who died. Clean stats not rigged.,Reply,20/12/2022 7:50,,Rational,1,0,0,,18,MISLEADING,"Being fully-vaccinated doesn't mean you'll no longer get the virus. In fact, it is still possible for you to get positive although you'll only experience mild symptoms and it doesn;t imply that the vaccine is not effective.

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]","Has a dubious location (""-- Earth"").",879,739,656,140,None,None,"DEATH, COVID ITSELF",YES; Other Conspiracy,DOH,None,,
27-37,31/03/2023 14:37,https://twitter.com/Dad0nline/status/1597026116291932161,27,"Castañeda, Rain",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, experiment, patay",@Dad0nline,Dad Online,"Truth hurts. i don't care if you`re offended. 
Love it, embrace it. Truth is never offensive to those who embrace it. Truth = Love and Freedom.",Anonymous,Nov-22,195,10,Philippines,None,"Mas maganda mga so called Journalist, report nyo mga batang namatay sa Covid 19 experimental bakuna.","So called Journalists, it would be better if you report about the children who died from the Covid 19 experimental vaccine.",Reply,28/11/2022 8:34,,Emotional,0,0,0,,,FALSE,"No deaths are proven to be linked to COVID-19 vaccines.

[https://www.rappler.com/newsbreak/iq/list-myths-covid-19-vaccines-debunked/]",The account owner is not identifiable through the text bio.,857,717,634,118,None,None,DEATH,YES; Other Conspiracy,journalists,None,,
27-38,29/03/2023 19:42,https://twitter.com/adaile_seniuq/status/1439030932283871235?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, deadly","@adaile_seniuq
","KoG
",None,Anonymous,Sep-21,5,2,"NCR, Valenzuela City",Health,"This is so true! Kung epektibo ang vaccine bakit madaming na mamatay na vaccinated, not from covid but from the deadly side effects ng bakuna! Ito ang katotohanang  hindi binabalita at pilit na tinatago ng media. Why????
","This is so true! If the vaccine is effective, why do so many die after being vaccinated, not from covid but from the deadly side effects of the vaccine! This is the truth that the media does not report and tries to hide. Why????
",Reply,18/09/2021 8:58,,Emotional,0,0,0,,,FALSE,"It is a proven fact that while COVID-19 vaccines have side effects, they are only short term and are not dangerous enough to cause death.

[https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/covid-19-vaccines-myth-versus-fact]",Account does not have a bio and is not identifiable.,421,281,198,-318,None,None,DEATH,YES; Other Conspiracy,media,None,,
27-39,30/03/2023 10:39,https://twitter.com/diegoSi98482304/status/1343532194082406400?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, vaccine, patay","@diegoSi98482304
","diego Silang
","patriot. free. global journalist
",Anonymous,Jul-20,69,5,Philippines,Racial,"Ganito yon. Yung na-vaccinate ng deadly sinovac ay di na pwede sa pfizer, moderna, or aztra zeneca vaccines na mat 95.5% safety and efficacy. Patay sa side effects yung nabigyan ng sinovac kasi yan ay hindi effective vs covid 19! @limbertqc @lenirobredo @risahontiveros @DOHgovph","It's like this. Those who have been vaccinated with the deadly sinovac can no longer take the pfizer, moderna, or aztra zeneca vaccines that have 95.5% safety and efficacy. The one who was given sinovac died from the side effects because that is not effective against covid 19! @limbertqc @lenirobredo @risahontiveros @DOHgovph",Reply,28/12/2020 20:20,,Emotional,0,0,0,,,FALSE,"Sinovac Vaccine Trials show that they are effective against COVID-19, with 51% efficacy against symptomatic SARS-CoV-2 infection, 100% against severe COVID-19, and 100% against hospitalization.

[https://www.who.int/news-room/feature-stories/detail/the-sinovac-covid-19-vaccine-what-you-need-to-know]

In addition, it is a proven fact that while COVID-19 vaccines have side effects, they are only short term and are not dangerous enough to cause death.

[https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/covid-19-vaccines-myth-versus-fact]""",The account owner consistenly retweets and posts in the platform but it is uncertain whether they are using their real name or a fictional alias.,157,17,-66,-582,Multiple,None,INEFFICIENCY,YES; Vaccine Trials,"Albert Lim, Leni Robredo, Risa Hontiveros, DOH",None,,
